b_Intercept,b_hhTotal,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.18747743763589,0.0290895966957258,0.522469761688014,0.806309688592806,1.09307872044686,-1.92225453975278,-283.566699908841
-1.24223977992826,-0.0577463385072524,0.508325005183161,0.794364311219722,1.08481414277524,-1.9261759672193,-284.862215169665
-1.21448086872046,-0.0148907010103846,0.510803643193234,0.669285836455792,1.04405654702857,-1.92928066323744,-286.315516211966
-1.30536031622343,-0.00561121617488284,0.446291690998077,0.675231911049396,1.30415517953896,-1.9252601169318,-286.974477898536
-1.30015093822734,-0.0254177975207668,0.468067154427966,0.721344282745319,1.32734766558084,-1.92326672977183,-287.337989461011
-1.166553891971,-0.018394966772499,0.497914601965624,0.615077102518564,1.02607317794277,-1.92831653414846,-286.546297791788
-1.1486285221686,-0.00620518216161683,0.418015241558758,0.762893903963112,1.06677306519636,-1.92209053376557,-284.096787632489
-1.12175527056831,-0.0198000272874579,0.495863559125511,0.920895301846068,0.931484740363316,-1.92135678156217,-284.87821843866
-1.2231760374407,0.0965903101914026,0.474491941888776,0.654586762480706,1.14577429392496,-1.92574080670818,-284.761514367388
-1.10658711683372,0.133157532440753,0.525771409181495,0.623498269737602,1.03346715840081,-1.9234278718836,-287.032475048846
-1.1117107601226,0.0280593918698469,0.46915285194335,0.770539111421877,0.940944625170564,-1.92351102435232,-284.121896884291
-1.19773277721495,0.0904589148058337,0.454896332472651,0.823148887977067,0.974135415822001,-1.92562900306771,-286.288526781002
-1.08263537749969,0.0531425746088873,0.465431565035905,0.691960843640922,0.978094661805828,-1.92261204005037,-284.033249254828
-1.26695272729195,0.055974754569894,0.441573725140329,0.809348588478729,1.13304209381967,-1.92491668564712,-284.538254209388
-1.08054368574465,0.00870979420032237,0.486499134494772,0.674914029255547,1.070375832021,-1.92075950032498,-284.052506162355
-1.10971842681826,-0.0306876448106121,0.485623299683325,0.703652730457034,1.08169865978013,-1.92131442252134,-284.284173099524
-1.20008785351594,-0.00730011488629993,0.491926370781004,0.975612758960018,0.90174399676514,-1.92482130886996,-286.50403204403
-1.16986190229675,-0.0424331261140292,0.427751819207069,0.753792947889652,1.13394096843814,-1.92166952719423,-285.30429781247
-1.12770786939137,-0.00405233984517751,0.551237117841098,0.656293973523154,1.10247519203476,-1.92246955581899,-284.987103824726
